Region,Taxa,Timesteps,Group,Probability,Best,Worst,Predator,Meanprob,Meanbest,Meanworst
Delta,Pseudodiaptomus,9,Zoop,57.13205804,45.07233378,71.60255528,Striped Bass,69.3025764,51.43477086,83.40999119
Suisun Bay,Eurytemora,9,Zoop,64.29293129,32.06921994,85.62949558,Striped Bass,69.3021376,35.64961311,87.04835152
Delta,Eurytemora,9,Zoop,75.33592232,52.36075398,87.79116041,Striped Bass,69.3025764,51.43477086,83.40999119
Delta,Sinocalanus,9,Zoop,69.51580496,54.83054681,83.9949018,Striped Bass,69.3025764,51.43477086,83.40999119
Delta,Bosmina,9,Zoop,71.38487328,59.70305947,84.30277746,Striped Bass,69.3025764,51.43477086,83.40999119
Delta,Daphnia,9,Zoop,73.14422338,45.20716025,89.35856099,Striped Bass,69.3025764,51.43477086,83.40999119
Suisun Bay,Acartia,9,Zoop,74.16105531,20.94665651,92.24370911,Striped Bass,69.3021376,35.64961311,87.04835152
Suisun Bay,Oithona,9,Zoop,69.42962027,17.93894058,90.35933554,Striped Bass,69.3021376,35.64961311,87.04835152
Suisun Bay,Tortanus,9,Zoop,59.94130263,13.52907158,86.40845441,Striped Bass,69.3021376,35.64961311,87.04835152
Suisun Bay,Morone saxatilis,9,Fish,68.58272458,53.82173234,82.66496626,Striped Bass,68.58272458,53.82173234,82.66496626
Confluence,Morone saxatilis,9,Fish,62.14749403,37.35218685,83.42574611,Striped Bass,62.14749403,37.35218685,83.42574611
Delta,Morone saxatilis,9,Fish,62.92669487,27.64014342,87.72465588,Striped Bass,62.92669487,27.64014342,87.72465588
Suisun Bay,Acartiella,10,Zoop,70.73185843,46.6289312,85.24939564,Striped Bass,70.74336297,35.49591123,88.34212694
Suisun Bay,Limnoithona,10,Zoop,75.50368523,58.34869532,86.98297328,Striped Bass,70.74336297,35.49591123,88.34212694
Confluence,Limnoithona,10,Zoop,74.0780855,40.85941514,89.38462678,Striped Bass,72.72818658,47.56175093,87.57463519
Suisun Bay,Pseudodiaptomus,10,Zoop,75.12236269,61.51874042,86.30367978,Striped Bass,70.74336297,35.49591123,88.34212694
Confluence,Pseudodiaptomus,10,Zoop,71.37828766,54.26408671,85.76464359,Striped Bass,72.72818658,47.56175093,87.57463519
Delta,Pseudodiaptomus,10,Zoop,59.05630028,46.25451404,73.69527578,Striped Bass,70.8166886,52.04367126,84.84832551
Suisun Bay,Eurytemora,10,Zoop,66.09822971,31.97073645,87.2030781,Striped Bass,70.74336297,35.49591123,88.34212694
Delta,Eurytemora,10,Zoop,76.49702712,52.34949561,88.85620422,Striped Bass,70.8166886,52.04367126,84.84832551
Delta,Sinocalanus,10,Zoop,71.07807344,55.66318749,85.44970313,Striped Bass,70.8166886,52.04367126,84.84832551
Delta,Bosmina,10,Zoop,72.92340365,60.80259889,85.73774619,Striped Bass,70.8166886,52.04367126,84.84832551
Delta,Daphnia,10,Zoop,74.52863852,45.14856029,90.50269825,Striped Bass,70.8166886,52.04367126,84.84832551
Suisun Bay,Acartia,10,Zoop,75.30942169,20.24884985,93.14956464,Striped Bass,70.74336297,35.49591123,88.34212694
Suisun Bay,Oithona,10,Zoop,70.77434323,17.14577651,91.48458062,Striped Bass,70.74336297,35.49591123,88.34212694
Suisun Bay,Tortanus,10,Zoop,61.6636398,12.60964885,88.0216165,Striped Bass,70.74336297,35.49591123,88.34212694
Suisun Bay,Morone saxatilis,10,Fish,70.27044302,54.88029971,84.23607711,Striped Bass,70.27044302,54.88029971,84.23607711
Confluence,Morone saxatilis,10,Fish,64.07477328,37.75830483,85.18531856,Striped Bass,64.07477328,37.75830483,85.18531856
Delta,Morone saxatilis,10,Fish,64.95626645,27.38871802,89.3231187,Striped Bass,64.95626645,27.38871802,89.3231187
Suisun Bay,Acartiella,1,Zoop,24.56221281,15.37817391,37.36686882,Threadfin shad,23.21934605,13.56386928,37.31120223
Suisun Bay,Limnoithona,1,Zoop,27.1412806,19.56058444,37.98087375,Threadfin shad,23.21934605,13.56386928,37.31120223
Confluence,Limnoithona,1,Zoop,28.43122896,17.24376694,42.93081206,Threadfin shad,21.79149678,12.92657448,33.98654357
Suisun Bay,Pseudodiaptomus,1,Zoop,24.0853529,17.02036344,34.1990946,Threadfin shad,23.21934605,13.56386928,37.31120223
Confluence,Pseudodiaptomus,1,Zoop,15.1517646,8.609382023,25.04227508,Threadfin shad,21.79149678,12.92657448,33.98654357
Delta,Pseudodiaptomus,1,Zoop,4.705806785,2.603641678,8.945812105,Threadfin shad,24.00815499,16.48738566,34.31624364
Suisun Bay,Eurytemora,1,Zoop,35.09774433,23.05669438,48.87858543,Threadfin shad,23.21934605,13.56386928,37.31120223
Delta,Eurytemora,1,Zoop,37.05240542,26.87249086,48.48107951,Threadfin shad,24.00815499,16.48738566,34.31624364
Delta,Sinocalanus,1,Zoop,23.28910619,15.79283793,34.19325805,Threadfin shad,24.00815499,16.48738566,34.31624364
Delta,Bosmina,1,Zoop,26.1725779,19.72622688,35.99428974,Threadfin shad,24.00815499,16.48738566,34.31624364
Delta,Daphnia,1,Zoop,28.82087863,17.44173094,43.96677877,Threadfin shad,24.00815499,16.48738566,34.31624364
Suisun Bay,Acartia,1,Zoop,27.83467736,12.02153989,47.51203638,Threadfin shad,23.21934605,13.56386928,37.31120223
Suisun Bay,Oithona,1,Zoop,13.71469648,5.052751141,29.58405132,Threadfin shad,23.21934605,13.56386928,37.31120223
Suisun Bay,Tortanus,1,Zoop,10.09945785,2.856977777,25.65690533,Threadfin shad,23.21934605,13.56386928,37.31120223
Suisun Bay,Dorosoma petenense,1,Fish,22.15542769,7.150670657,44.13721,Threadfin shad,22.15542769,7.150670657,44.13721
Confluence,Dorosoma petenense,1,Fish,32.31821623,20.72304585,46.92611516,Threadfin shad,32.31821623,20.72304585,46.92611516
Delta,Dorosoma petenense,1,Fish,26.6971606,20.07315664,36.56181568,Threadfin shad,26.6971606,20.07315664,36.56181568
Suisun Bay,Acartiella,2,Zoop,41.77316675,30.25201313,57.25537318,Threadfin shad,38.89927464,25.39736592,56.89091229
Suisun Bay,Limnoithona,2,Zoop,43.75980423,34.66448569,56.51332292,Threadfin shad,38.89927464,25.39736592,56.89091229
Confluence,Limnoithona,2,Zoop,44.76933592,30.14747317,61.146716,Threadfin shad,38.25265417,25.87907807,53.5284385
Suisun Bay,Pseudodiaptomus,2,Zoop,41.29252686,32.66782611,53.76805923,Threadfin shad,38.89927464,25.39736592,56.89091229
Confluence,Pseudodiaptomus,2,Zoop,31.73597242,21.61068296,45.91016099,Threadfin shad,38.25265417,25.87907807,53.5284385
Delta,Pseudodiaptomus,2,Zoop,15.52214104,10.8714304,24.91655261,Threadfin shad,39.13315979,29.42853237,52.03488282
Suisun Bay,Eurytemora,2,Zoop,50.76783557,35.49447478,65.43812596,Threadfin shad,38.89927464,25.39736592,56.89091229
Delta,Eurytemora,2,Zoop,52.2104858,39.7701672,64.25704926,Threadfin shad,39.13315979,29.42853237,52.03488282
Delta,Sinocalanus,2,Zoop,40.11802734,30.78167818,53.75365968,Threadfin shad,39.13315979,29.42853237,52.03488282
Delta,Bosmina,2,Zoop,42.49967041,34.80352785,54.57779364,Threadfin shad,39.13315979,29.42853237,52.03488282
Delta,Daphnia,2,Zoop,45.31547438,30.91585824,62.6693589,Threadfin shad,39.13315979,29.42853237,52.03488282
Suisun Bay,Acartia,2,Zoop,43.95072688,22.03282612,66.7894262,Threadfin shad,38.89927464,25.39736592,56.89091229
Suisun Bay,Oithona,2,Zoop,27.10294564,12.32201873,50.80754404,Threadfin shad,38.89927464,25.39736592,56.89091229
Suisun Bay,Tortanus,2,Zoop,23.64791657,10.34791687,47.6645345,Threadfin shad,38.89927464,25.39736592,56.89091229
Suisun Bay,Dorosoma petenense,2,Fish,39.04470897,16.80464461,64.9014785,Threadfin shad,39.04470897,16.80464461,64.9014785
Confluence,Dorosoma petenense,2,Fish,48.61235082,34.63816616,64.69773856,Threadfin shad,48.61235082,34.63816616,64.69773856
Delta,Dorosoma petenense,2,Fish,43.34528304,35.58536759,55.15521434,Threadfin shad,43.34528304,35.58536759,55.15521434
Suisun Bay,Acartiella,3,Zoop,51.31609969,38.63537931,67.46112868,Threadfin shad,47.96190195,31.62862783,67.21859444
Suisun Bay,Limnoithona,3,Zoop,52.69489893,42.59285135,65.96282813,Threadfin shad,47.96190195,31.62862783,67.21859444
Confluence,Limnoithona,3,Zoop,53.43701219,35.77337627,70.19179046,Threadfin shad,47.80509568,33.10477814,64.01858669
Suisun Bay,Pseudodiaptomus,3,Zoop,50.83254805,41.5875286,63.98944402,Threadfin shad,47.96190195,31.62862783,67.21859444
Confluence,Pseudodiaptomus,3,Zoop,42.17317916,30.43618,57.84538292,Threadfin shad,47.80509568,33.10477814,64.01858669
Delta,Pseudodiaptomus,3,Zoop,24.44283932,18.48074577,36.7301817,Threadfin shad,47.91903033,36.78342084,61.79949182
Suisun Bay,Eurytemora,3,Zoop,58.71390479,40.37372224,73.43735806,Threadfin shad,47.96190195,31.62862783,67.21859444
Delta,Eurytemora,3,Zoop,59.87135921,45.23380761,71.95965262,Threadfin shad,47.91903033,36.78342084,61.79949182
Delta,Sinocalanus,3,Zoop,49.589062,39.41363467,64.05382023,Threadfin shad,47.91903033,36.78342084,61.79949182
Delta,Bosmina,3,Zoop,51.52155814,43.23111059,64.31161782,Threadfin shad,47.91903033,36.78342084,61.79949182
Delta,Daphnia,3,Zoop,54.17033296,37.55780556,71.94218671,Threadfin shad,47.91903033,36.78342084,61.79949182
Suisun Bay,Acartia,3,Zoop,53.00359573,26.44335064,76.3044158,Threadfin shad,47.96190195,31.62862783,67.21859444
Suisun Bay,Oithona,3,Zoop,36.14853911,16.70639565,62.9913076,Threadfin shad,47.96190195,31.62862783,67.21859444
Suisun Bay,Tortanus,3,Zoop,33.02372735,15.06116701,60.38367877,Threadfin shad,47.96190195,31.62862783,67.21859444
Suisun Bay,Dorosoma petenense,3,Fish,48.56650271,20.16650264,75.01629056,Threadfin shad,48.56650271,20.16650264,75.01629056
Confluence,Dorosoma petenense,3,Fish,57.12678845,41.31485044,73.37975019,Threadfin shad,57.12678845,41.31485044,73.37975019
Delta,Dorosoma petenense,3,Fish,52.35070323,43.96606172,64.72664801,Threadfin shad,52.35070323,43.96606172,64.72664801
Suisun Bay,Acartiella,4,Zoop,57.5220838,43.84573342,73.80052213,Threadfin shad,53.99051785,34.91950358,73.69243765
Suisun Bay,Limnoithona,4,Zoop,58.43401783,47.3436363,71.86197895,Threadfin shad,53.99051785,34.91950358,73.69243765
Confluence,Limnoithona,4,Zoop,58.96637759,38.35688914,75.76112944,Threadfin shad,54.14318128,37.44026412,70.67806645
Suisun Bay,Pseudodiaptomus,4,Zoop,57.03508702,47.30107668,70.41646068,Threadfin shad,53.99051785,34.91950358,73.69243765
Confluence,Pseudodiaptomus,4,Zoop,49.31998496,36.52363909,65.59500346,Threadfin shad,54.14318128,37.44026412,70.67806645
Delta,Pseudodiaptomus,4,Zoop,31.30188462,24.45285227,45.34373476,Threadfin shad,53.79877275,41.39280949,68.13245412
Suisun Bay,Eurytemora,4,Zoop,63.68674356,42.43625301,78.31923349,Threadfin shad,53.99051785,34.91950358,73.69243765
Delta,Eurytemora,4,Zoop,64.65503787,47.89230242,76.69888391,Threadfin shad,53.79877275,41.39280949,68.13245412
Delta,Sinocalanus,4,Zoop,55.78999491,44.90398612,70.54857819,Threadfin shad,53.79877275,41.39280949,68.13245412
Delta,Bosmina,4,Zoop,57.38855718,48.56184094,70.45576145,Threadfin shad,53.79877275,41.39280949,68.13245412
Delta,Daphnia,4,Zoop,59.85838916,41.15306569,77.61531228,Threadfin shad,53.79877275,41.39280949,68.13245412
Suisun Bay,Acartia,4,Zoop,58.94640036,28.09081687,82.0171319,Threadfin shad,53.99051785,34.91950358,73.69243765
Suisun Bay,Oithona,4,Zoop,42.587145,18.52299377,70.83455016,Threadfin shad,53.99051785,34.91950358,73.69243765
Suisun Bay,Tortanus,4,Zoop,39.72214737,16.89601502,68.59718621,Threadfin shad,53.99051785,34.91950358,73.69243765
Suisun Bay,Dorosoma petenense,4,Fish,54.79978214,20.52792553,81.04997232,Threadfin shad,54.79978214,20.52792553,81.04997232
Confluence,Dorosoma petenense,4,Fish,62.53833803,44.98342987,78.67135518,Threadfin shad,62.53833803,44.98342987,78.67135518
Delta,Dorosoma petenense,4,Fish,58.15129409,49.15501897,70.72901983,Threadfin shad,58.15129409,49.15501897,70.72901983
Suisun Bay,Acartiella,5,Zoop,61.95894635,47.33081792,78.17104742,Threadfin shad,58.35961806,36.64375233,78.16567499
Suisun Bay,Limnoithona,5,Zoop,62.50934186,50.43760959,75.96340975,Threadfin shad,58.35961806,36.64375233,78.16567499
Confluence,Limnoithona,5,Zoop,62.87344244,39.5008328,79.59456519,Threadfin shad,58.72325532,40.21537242,75.33226658
Suisun Bay,Pseudodiaptomus,5,Zoop,61.4689193,51.27144464,74.89478591,Threadfin shad,58.35961806,36.64375233,78.16567499
Confluence,Pseudodiaptomus,5,Zoop,54.5730682,40.92991203,71.06996796,Threadfin shad,58.72325532,40.21537242,75.33226658
Delta,Pseudodiaptomus,5,Zoop,36.68108947,29.08184025,51.87344357,Threadfin shad,58.07898205,44.48334462,72.63345928
Suisun Bay,Eurytemora,5,Zoop,67.16057299,43.24029681,81.66810048,Threadfin shad,58.35961806,36.64375233,78.16567499
Delta,Eurytemora,5,Zoop,67.98907586,49.2428593,79.97320233,Threadfin shad,58.07898205,44.48334462,72.63345928
Delta,Sinocalanus,5,Zoop,60.24094489,48.66636379,75.07826097,Threadfin shad,58.07898205,44.48334462,72.63345928
Delta,Bosmina,5,Zoop,61.58527172,52.22192615,74.75314885,Threadfin shad,58.07898205,44.48334462,72.63345928
Delta,Daphnia,5,Zoop,63.89852831,43.20373362,81.48924069,Threadfin shad,58.07898205,44.48334462,72.63345928
Suisun Bay,Acartia,5,Zoop,63.22081831,28.40031119,85.82582139,Threadfin shad,58.35961806,36.64375233,78.16567499
Suisun Bay,Oithona,5,Zoop,47.43351423,18.79150112,76.29965146,Threadfin shad,58.35961806,36.64375233,78.16567499
Suisun Bay,Tortanus,5,Zoop,44.76521341,17.03428502,74.3369085,Threadfin shad,58.35961806,36.64375233,78.16567499
Suisun Bay,Dorosoma petenense,5,Fish,59.27259279,19.69477707,85.05897411,Threadfin shad,59.27259279,19.69477707,85.05897411
Confluence,Dorosoma petenense,5,Fish,66.36043165,47.16242233,82.28281473,Threadfin shad,66.36043165,47.16242233,82.28281473
Delta,Dorosoma petenense,5,Fish,62.27765652,52.65834107,74.91475967,Threadfin shad,62.27765652,52.65834107,74.91475967
Suisun Bay,Acartiella,6,Zoop,65.33008671,49.77929071,81.38677069,Threadfin shad,61.7090445,37.50947627,81.45394144
Suisun Bay,Limnoithona,6,Zoop,65.59242576,52.56126663,79.01121875,Threadfin shad,61.7090445,37.50947627,81.45394144
Confluence,Limnoithona,6,Zoop,65.8171326,39.90094944,82.41934532,Threadfin shad,62.22510229,42.07459994,78.79060215
Suisun Bay,Pseudodiaptomus,6,Zoop,64.83761596,54.18532108,78.2228501,Threadfin shad,61.7090445,37.50947627,81.45394144
Confluence,Pseudodiaptomus,6,Zoop,58.63307197,44.24825044,75.16185898,Threadfin shad,62.22510229,42.07459994,78.79060215
Delta,Pseudodiaptomus,6,Zoop,41.01620667,32.71218498,57.00475846,Threadfin shad,61.37100418,46.65222704,76.02535256
Suisun Bay,Eurytemora,6,Zoop,69.75675628,43.42280017,84.13331288,Threadfin shad,61.7090445,37.50947627,81.45394144
Delta,Eurytemora,6,Zoop,70.47482649,49.9058337,82.39967993,Threadfin shad,61.37100418,46.65222704,76.02535256
Delta,Sinocalanus,6,Zoop,63.63198656,51.37866526,78.44460242,Threadfin shad,61.37100418,46.65222704,76.02535256
Delta,Bosmina,6,Zoop,64.77611921,54.87508607,77.95841707,Threadfin shad,61.37100418,46.65222704,76.02535256
Delta,Daphnia,6,Zoop,66.95588197,44.38936519,84.31930491,Threadfin shad,61.37100418,46.65222704,76.02535256
Suisun Bay,Acartia,6,Zoop,66.48196334,28.06009122,88.53590711,Threadfin shad,61.7090445,37.50947627,81.45394144
Suisun Bay,Oithona,6,Zoop,51.24078112,18.24215393,80.31792153,Threadfin shad,61.7090445,37.50947627,81.45394144
Suisun Bay,Tortanus,6,Zoop,48.72368231,16.31541016,78.56960901,Threadfin shad,61.7090445,37.50947627,81.45394144
Suisun Bay,Dorosoma petenense,6,Fish,62.67928307,18.45905551,87.90630995,Threadfin shad,62.67928307,18.45905551,87.90630995
Confluence,Dorosoma petenense,6,Fish,69.24280729,48.51271565,84.9234241,Threadfin shad,69.24280729,48.51271565,84.9234241
Delta,Dorosoma petenense,6,Fish,65.40352657,55.16045033,78.03247007,Threadfin shad,65.40352657,55.16045033,78.03247007
Suisun Bay,Acartiella,7,Zoop,68.00193986,51.55823586,83.86036314,Threadfin shad,64.3802621,37.89573747,83.97684761
Suisun Bay,Limnoithona,7,Zoop,68.02861514,54.06986674,81.38087769,Threadfin shad,64.3802621,37.89573747,83.97684761
Confluence,Limnoithona,7,Zoop,68.13465869,39.89771217,84.59904429,Threadfin shad,65.01118316,43.36116132,81.47161562
Suisun Bay,Pseudodiaptomus,7,Zoop,67.50756832,56.4076958,80.80761213,Threadfin shad,64.3802621,37.89573747,83.97684761
Confluence,Pseudodiaptomus,7,Zoop,61.88770763,46.82461046,78.34418695,Threadfin shad,65.01118316,43.36116132,81.47161562
Delta,Pseudodiaptomus,7,Zoop,44.59553971,35.60297128,61.15552591,Threadfin shad,64.00293291,48.22364168,78.68763713
Suisun Bay,Eurytemora,7,Zoop,71.78780013,43.28365999,86.03601156,Threadfin shad,64.3802621,37.89573747,83.97684761
Delta,Eurytemora,7,Zoop,72.414678,50.18074765,84.28455238,Threadfin shad,64.00293291,48.22364168,78.68763713
Delta,Sinocalanus,7,Zoop,66.32506802,53.40488493,81.05790467,Threadfin shad,64.00293291,48.22364168,78.68763713
Delta,Bosmina,7,Zoop,67.30694597,56.87252544,80.45667131,Threadfin shad,64.00293291,48.22364168,78.68763713
Delta,Daphnia,7,Zoop,69.37243284,45.05707911,86.48353138,Threadfin shad,64.00293291,48.22364168,78.68763713
Suisun Bay,Acartia,7,Zoop,69.07436216,27.41686657,90.55185136,Threadfin shad,64.3802621,37.89573747,83.97684761
Suisun Bay,Oithona,7,Zoop,54.3300183,17.30968662,83.38791191,Threadfin shad,64.3802621,37.89573747,83.97684761
Suisun Bay,Tortanus,7,Zoop,51.93153082,15.22415072,81.81330547,Threadfin shad,64.3802621,37.89573747,83.97684761
Suisun Bay,Dorosoma petenense,7,Fish,65.38406971,17.16374799,90.02232017,Threadfin shad,65.38406971,17.16374799,90.02232017
Confluence,Dorosoma petenense,7,Fish,71.51584263,49.36522433,86.94600774,Threadfin shad,71.51584263,49.36522433,86.94600774
Delta,Dorosoma petenense,7,Fish,67.87622592,57.01810901,80.46125577,Threadfin shad,67.87622592,57.01810901,80.46125577
Suisun Bay,Acartiella,8,Zoop,70.1861504,52.88121765,85.82554966,Threadfin shad,66.57385707,38.01277193,85.97424514
Suisun Bay,Limnoithona,8,Zoop,70.01571898,55.1660055,83.2846364,Threadfin shad,66.57385707,38.01277193,85.97424514
Confluence,Limnoithona,8,Zoop,70.01853305,39.67221362,86.33786003,Threadfin shad,67.29408609,44.27242024,83.61557655
Suisun Bay,Pseudodiaptomus,8,Zoop,69.69033484,58.15134499,82.88054585,Threadfin shad,66.57385707,38.01277193,85.97424514
Confluence,Pseudodiaptomus,8,Zoop,64.56963913,48.87262686,80.89329307,Threadfin shad,67.29408609,44.27242024,83.61557655
Delta,Pseudodiaptomus,8,Zoop,47.61114535,37.93769077,64.59133544,Threadfin shad,66.16842406,49.38844518,80.84080769
Suisun Bay,Eurytemora,8,Zoop,73.43009172,42.97751955,87.5553434,Threadfin shad,66.57385707,38.01277193,85.97424514
Delta,Eurytemora,8,Zoop,73.97927694,50.22745584,85.79912945,Threadfin shad,66.16842406,49.38844518,80.84080769
Delta,Sinocalanus,8,Zoop,68.53018404,54.95825502,83.15214929,Threadfin shad,66.16842406,49.38844518,80.84080769
Delta,Bosmina,8,Zoop,69.3774472,58.41830568,82.46722064,Threadfin shad,66.16842406,49.38844518,80.84080769
Delta,Daphnia,8,Zoop,71.34406678,45.40051857,88.19420365,Threadfin shad,66.16842406,49.38844518,80.84080769
Suisun Bay,Acartia,8,Zoop,71.19839838,26.65147659,92.10059766,Threadfin shad,66.57385707,38.01277193,85.97424514
Suisun Bay,Oithona,8,Zoop,56.90002648,16.23856389,85.80153629,Threadfin shad,66.57385707,38.01277193,85.97424514
Suisun Bay,Tortanus,8,Zoop,54.59627871,14.02327536,84.37150669,Threadfin shad,66.57385707,38.01277193,85.97424514
Suisun Bay,Dorosoma petenense,8,Fish,67.59823652,15.95249464,91.6473061,Threadfin shad,67.59823652,15.95249464,91.6473061
Confluence,Dorosoma petenense,8,Fish,73.36742372,49.90250935,88.54797384,Threadfin shad,73.36742372,49.90250935,88.54797384
Delta,Dorosoma petenense,8,Fish,69.89502164,58.43634956,82.41594223,Threadfin shad,69.89502164,58.43634956,82.41594223
Suisun Bay,Acartiella,9,Zoop,72.01448062,53.8810085,87.42560148,Threadfin shad,68.41627745,37.98036215,87.59403436
Suisun Bay,Limnoithona,9,Zoop,71.6761683,55.97375747,84.85254793,Threadfin shad,68.41627745,37.98036215,87.59403436
Confluence,Limnoithona,9,Zoop,71.58761412,39.32645176,87.76029368,Threadfin shad,69.2076106,44.92879548,85.37123213
Suisun Bay,Pseudodiaptomus,9,Zoop,71.51759489,59.54920139,84.58406256,Threadfin shad,68.41627745,37.98036215,87.59403436
Confluence,Pseudodiaptomus,9,Zoop,66.82760708,50.53113919,82.98217057,Threadfin shad,69.2076106,44.92879548,85.37123213
Delta,Pseudodiaptomus,9,Zoop,50.19462546,39.84644468,67.48857965,Threadfin shad,67.99003787,50.26610308,82.6227092
Suisun Bay,Eurytemora,9,Zoop,74.79164943,42.58898614,88.80003799,Threadfin shad,68.41627745,37.98036215,87.59403436
Delta,Eurytemora,9,Zoop,75.27310258,50.13738122,87.04763358,Threadfin shad,67.99003787,50.26610308,82.6227092
Delta,Sinocalanus,9,Zoop,70.37849104,56.17224243,84.8715441,Threadfin shad,67.99003787,50.26610308,82.6227092
Delta,Bosmina,9,Zoop,71.11193645,59.63954267,84.12514903,Threadfin shad,67.99003787,50.26610308,82.6227092
Delta,Daphnia,9,Zoop,72.99203384,45.53490439,89.58063963,Threadfin shad,67.99003787,50.26610308,82.6227092
Suisun Bay,Acartia,9,Zoop,72.97948634,25.85976283,93.31992086,Threadfin shad,68.41627745,37.98036215,87.59403436
Suisun Bay,Oithona,9,Zoop,59.08075267,15.16119124,87.74163488,Threadfin shad,68.41627745,37.98036215,87.59403436
Suisun Bay,Tortanus,9,Zoop,56.85380987,12.84862749,86.43443479,Threadfin shad,68.41627745,37.98036215,87.59403436
Suisun Bay,Dorosoma petenense,9,Fish,69.45372195,14.87817866,92.92664714,Threadfin shad,69.45372195,14.87817866,92.92664714
Confluence,Dorosoma petenense,9,Fish,74.91326513,50.23256825,89.84930198,Threadfin shad,74.91326513,50.23256825,89.84930198
Delta,Dorosoma petenense,9,Fish,71.5833939,59.54177738,84.02839792,Threadfin shad,71.5833939,59.54177738,84.02839792
Suisun Bay,Acartiella,10,Zoop,73.57376455,54.6445082,88.75371214,Threadfin shad,69.99165928,37.8679707,88.93278635
Suisun Bay,Limnoithona,10,Zoop,73.09029811,56.57334629,86.16925231,Threadfin shad,69.99165928,37.8679707,88.93278635
Confluence,Limnoithona,10,Zoop,72.91973897,38.9201292,88.94704536,Threadfin shad,70.8406518,45.40722187,86.83608089
Suisun Bay,Pseudodiaptomus,10,Zoop,73.0761129,60.68887029,86.01110475,Threadfin shad,69.99165928,37.8679707,88.93278635
Confluence,Pseudodiaptomus,10,Zoop,68.76156463,51.89431453,84.72511641,Threadfin shad,70.8406518,45.40722187,86.83608089
Delta,Pseudodiaptomus,10,Zoop,52.43892803,41.42298235,69.96904664,Threadfin shad,69.54958786,50.93503622,84.12443589
Suisun Bay,Eurytemora,10,Zoop,75.9427753,42.1660885,89.84034663,Threadfin shad,69.99165928,37.8679707,88.93278635
Delta,Eurytemora,10,Zoop,76.36413432,49.96544306,88.09754873,Threadfin shad,69.54958786,50.93503622,84.12443589
Delta,Sinocalanus,10,Zoop,71.95663413,57.13479898,86.31032052,Threadfin shad,69.54958786,50.93503622,84.12443589
Delta,Bosmina,10,Zoop,72.59234106,60.61977415,85.5187154,Threadfin shad,69.54958786,50.93503622,84.12443589
Delta,Daphnia,10,Zoop,74.39590175,45.53218255,90.72654817,Threadfin shad,69.54958786,50.93503622,84.12443589
Suisun Bay,Acartia,10,Zoop,74.50062015,25.09209745,94.29853674,Threadfin shad,69.99165928,37.8679707,88.93278635
Suisun Bay,Oithona,10,Zoop,60.96098757,14.1455535,89.32885698,Threadfin shad,69.99165928,37.8679707,88.93278635
Suisun Bay,Tortanus,10,Zoop,58.7970564,11.76533066,88.12769489,Threadfin shad,69.99165928,37.8679707,88.93278635
Suisun Bay,Dorosoma petenense,10,Fish,71.03767239,13.95209402,93.95371522,Threadfin shad,71.03767239,13.95209402,93.95371522
Confluence,Dorosoma petenense,10,Fish,76.2290194,50.42270698,90.92754248,Threadfin shad,76.2290194,50.42270698,90.92754248
Delta,Dorosoma petenense,10,Fish,73.02244019,60.41697345,85.38456601,Threadfin shad,73.02244019,60.41697345,85.38456601
